x,y
50.0,50.0
3.8727003216540767,67.11750771321233
48.50497557168656,65.01571718270213
49.00042253322122,79.368573122347
65.89728164704822,0.3510100112457559
39.9785483655268,24.42544684951272
29.389173967214223,35.67922707226715
27.907541160547677,34.957805806579614
84.93084166106394,20.858976715910615
50.741262403930044,38.99155311681047
99.15904856769248,99.88642586965156
85.15433944111373,58.8646145374989
64.50027346082803,50.08954935255308
77.11327802294076,1.1767286830139612
83.74480715115936,17.668558794720536
71.9558802811749,94.88263315294579
32.304742613019876,52.45753322557106
37.20323533119475,7.559780168125463
93.88015787802134,62.31513325962862
96.27128365727813,33.835364535751786
55.35644923654678,97.49227900414209
